|dates|Scott_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Kansas_UnitedStates.Male_Total_Population.data|Scott_Kansas_UnitedStates.Male_Total_Population.missing|Scott_Kansas_UnitedStates.Female_Total_Population.data|Scott_Kansas_UnitedStates.Female_Total_Population.missing|Scott_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|948.0|0|2467.0|0|2430.0|0|1319.0|0
