|dates|PointeCoupee_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PointeCoupee_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PointeCoupee_Louisiana_UnitedStates.Male_Total_Population.data|PointeCoupee_Louisiana_UnitedStates.Male_Total_Population.missing|PointeCoupee_Louisiana_UnitedStates.Female_Total_Population.data|PointeCoupee_Louisiana_UnitedStates.Female_Total_Population.missing|PointeCoupee_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|PointeCoupee_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4516.0|0|10543.0|0|11397.0|0|4793.0|0
