|dates|Juneau_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Juneau_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Juneau_Alaska_UnitedStates.Male_Total_Population.data|Juneau_Alaska_UnitedStates.Male_Total_Population.missing|Juneau_Alaska_UnitedStates.Female_Total_Population.data|Juneau_Alaska_UnitedStates.Female_Total_Population.missing|Juneau_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Juneau_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4298.0|0|16313.0|0|15800.0|0|6830.0|0
