|dates|Jackson_Indiana_UnitedStates.BLS_EmployedPopulation.data|Jackson_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Jackson_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Jackson_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Jackson_Indiana_UnitedStates.BLS_UnemploymentRate.data|Jackson_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Jackson_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Jackson_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-02|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-03|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-04|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-05|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-06|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-07|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-08|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-09|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-10|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-11|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-12|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-13|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-14|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-15|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-16|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-17|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-18|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-19|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-20|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-21|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-22|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-23|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-24|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-25|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-26|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-27|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-28|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-29|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-30|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-01-31|22404.0|0|643.5|0|2.7920598763423365|0|23047.5|0
0|2020-02-01|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-02|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-03|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-04|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-05|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-06|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-07|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-08|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-09|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-10|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-11|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-12|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-13|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-14|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-15|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-16|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-17|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-18|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-19|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-20|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-21|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-22|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-23|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-24|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-25|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-26|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-27|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-28|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-02-29|22431.0|0|572.5|0|2.4887517116960463|0|23003.5|0
0|2020-03-01|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-02|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-03|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-04|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-05|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-06|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-07|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-08|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-09|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-10|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-11|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-12|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-13|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-14|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-15|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-16|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-17|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-18|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-19|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-20|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-21|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-22|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-23|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-24|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-25|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-26|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-27|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-28|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-29|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-30|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-03-31|21888.0|0|590.0|0|2.6247886822671056|0|22478.0|0
0|2020-04-01|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-02|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-03|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-04|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-05|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-06|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-07|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-08|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-09|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-10|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-11|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-12|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
0|2020-04-13|17552.5|0|5048.0|0|22.335789031216123|0|22600.5|0
