|dates|Atchison_Missouri_UnitedStates.JHU_ConfirmedCases.data|Atchison_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Atchison_Missouri_UnitedStates.NYT_ConfirmedCases.data|Atchison_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Atchison_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Atchison_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Atchison_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Atchison_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|565.0|0|0.0|100|6.0|0|0.0|100
