|dates|Converse_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Converse_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Converse_Wyoming_UnitedStates.Male_Total_Population.data|Converse_Wyoming_UnitedStates.Male_Total_Population.missing|Converse_Wyoming_UnitedStates.Female_Total_Population.data|Converse_Wyoming_UnitedStates.Female_Total_Population.missing|Converse_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Converse_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2267.0|0|6927.0|0|6713.0|0|3354.0|0
