|dates|Union_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_NewJersey_UnitedStates.Male_Total_Population.data|Union_NewJersey_UnitedStates.Male_Total_Population.missing|Union_NewJersey_UnitedStates.Female_Total_Population.data|Union_NewJersey_UnitedStates.Female_Total_Population.missing|Union_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Union_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|80252.0|0|272270.0|0|285797.0|0|130522.0|0
