|dates|Kent_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kent_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kent_Delaware_UnitedStates.Male_Total_Population.data|Kent_Delaware_UnitedStates.Male_Total_Population.missing|Kent_Delaware_UnitedStates.Female_Total_Population.data|Kent_Delaware_UnitedStates.Female_Total_Population.missing|Kent_Delaware_UnitedStates.MaleAndFemale_Under18_Population.data|Kent_Delaware_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30483.0|0|86023.0|0|92527.0|0|40805.0|0
