|dates|Mendocino_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mendocino_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mendocino_California_UnitedStates.Male_Total_Population.data|Mendocino_California_UnitedStates.Male_Total_Population.missing|Mendocino_California_UnitedStates.Female_Total_Population.data|Mendocino_California_UnitedStates.Female_Total_Population.missing|Mendocino_California_UnitedStates.MaleAndFemale_Under18_Population.data|Mendocino_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19366.0|0|43403.0|0|44203.0|0|18713.0|0
