|dates|ColonialHeights_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ColonialHeights_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ColonialHeights_Virginia_UnitedStates.Male_Total_Population.data|ColonialHeights_Virginia_UnitedStates.Male_Total_Population.missing|ColonialHeights_Virginia_UnitedStates.Female_Total_Population.data|ColonialHeights_Virginia_UnitedStates.Female_Total_Population.missing|ColonialHeights_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|ColonialHeights_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3495.0|0|8165.0|0|9668.0|0|4299.0|0
