|dates|Dodge_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dodge_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dodge_Minnesota_UnitedStates.Male_Total_Population.data|Dodge_Minnesota_UnitedStates.Male_Total_Population.missing|Dodge_Minnesota_UnitedStates.Female_Total_Population.data|Dodge_Minnesota_UnitedStates.Female_Total_Population.missing|Dodge_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Dodge_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3064.0|0|10395.0|0|10427.0|0|5369.0|0
