|dates|Gosper_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gosper_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gosper_Nebraska_UnitedStates.Male_Total_Population.data|Gosper_Nebraska_UnitedStates.Male_Total_Population.missing|Gosper_Nebraska_UnitedStates.Female_Total_Population.data|Gosper_Nebraska_UnitedStates.Female_Total_Population.missing|Gosper_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Gosper_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|477.0|0|1023.0|0|973.0|0|447.0|0
