|dates|FairfaxCity_Virginia_UnitedStates.BLS_EmployedPopulation.data|FairfaxCity_Virginia_UnitedStates.BLS_EmployedPopulation.missing|FairfaxCity_Virginia_UnitedStates.BLS_UnemployedPopulation.data|FairfaxCity_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|FairfaxCity_Virginia_UnitedStates.BLS_UnemploymentRate.data|FairfaxCity_Virginia_UnitedStates.BLS_UnemploymentRate.missing|FairfaxCity_Virginia_UnitedStates.BLS_LaborForcePopulation.data|FairfaxCity_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-02|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-03|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-04|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-05|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-06|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-07|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-08|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-09|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-10|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-11|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-12|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-13|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-14|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-15|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-16|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-17|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-18|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-19|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-20|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-21|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-22|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-23|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-24|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-25|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-26|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-27|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-28|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-29|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-30|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-01-31|13231.0|0|296.5|0|2.19183145444465|0|13527.5|0
0|2020-02-01|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-02|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-03|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-04|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-05|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-06|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-07|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-08|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-09|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-10|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-11|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-12|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-13|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-14|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-15|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-16|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-17|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-18|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-19|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-20|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-21|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
0|2020-02-22|13347.5|0|266.0|0|1.9539427773900908|0|13613.5|0
