|dates|Plymouth_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|Plymouth_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|Plymouth_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|Plymouth_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|Plymouth_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|Plymouth_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|Plymouth_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|Plymouth_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-02|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-03|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-04|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-05|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-06|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-07|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-08|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-09|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-10|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-11|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-12|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-13|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-14|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-15|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-16|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-17|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-18|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-19|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-20|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-21|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-22|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-23|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-24|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-25|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-26|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-27|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-28|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-29|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-30|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-01-31|274556.0|0|10445.5|0|3.6650684294644065|0|285001.5|0
0|2020-02-01|275294.5|0|9963.5|0|3.4928030064012225|0|285258.0|0
0|2020-02-02|275294.5|0|9963.5|0|3.4928030064012225|0|285258.0|0
0|2020-02-03|275294.5|0|9963.5|0|3.4928030064012225|0|285258.0|0
0|2020-02-04|275294.5|0|9963.5|0|3.4928030064012225|0|285258.0|0
0|2020-02-05|275294.5|0|9963.5|0|3.4928030064012225|0|285258.0|0
0|2020-02-06|275294.5|0|9963.5|0|3.4928030064012225|0|285258.0|0
0|2020-02-07|275294.5|0|9963.5|0|3.4928030064012225|0|285258.0|0
0|2020-02-08|275294.5|0|9963.5|0|3.4928030064012225|0|285258.0|0
