|dates|Bleckley_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bleckley_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bleckley_Georgia_UnitedStates.Male_Total_Population.data|Bleckley_Georgia_UnitedStates.Male_Total_Population.missing|Bleckley_Georgia_UnitedStates.Female_Total_Population.data|Bleckley_Georgia_UnitedStates.Female_Total_Population.missing|Bleckley_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Bleckley_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2163.0|0|6124.0|0|6714.0|0|2620.0|0
