|dates|Beaufort_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beaufort_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beaufort_NorthCarolina_UnitedStates.Male_Total_Population.data|Beaufort_NorthCarolina_UnitedStates.Male_Total_Population.missing|Beaufort_NorthCarolina_UnitedStates.Female_Total_Population.data|Beaufort_NorthCarolina_UnitedStates.Female_Total_Population.missing|Beaufort_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Beaufort_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11281.0|0|22487.0|0|24592.0|0|9475.0|0
