|dates|Citrus_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Citrus_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Citrus_Florida_UnitedStates.Male_Total_Population.data|Citrus_Florida_UnitedStates.Male_Total_Population.missing|Citrus_Florida_UnitedStates.Female_Total_Population.data|Citrus_Florida_UnitedStates.Female_Total_Population.missing|Citrus_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Citrus_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|53705.0|0|71714.0|0|76215.0|0|22036.0|0
