|dates|Calhoun_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Georgia_UnitedStates.Male_Total_Population.data|Calhoun_Georgia_UnitedStates.Male_Total_Population.missing|Calhoun_Georgia_UnitedStates.Female_Total_Population.data|Calhoun_Georgia_UnitedStates.Female_Total_Population.missing|Calhoun_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|995.0|0|3830.0|0|2522.0|0|1111.0|0
