|dates|Owyhee_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Owyhee_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Owyhee_Idaho_UnitedStates.Male_Total_Population.data|Owyhee_Idaho_UnitedStates.Male_Total_Population.missing|Owyhee_Idaho_UnitedStates.Female_Total_Population.data|Owyhee_Idaho_UnitedStates.Female_Total_Population.missing|Owyhee_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Owyhee_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2082.0|0|5965.0|0|5728.0|0|3040.0|0
