|dates|Schuylkill_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Schuylkill_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Schuylkill_Pennsylvania_UnitedStates.Male_Total_Population.data|Schuylkill_Pennsylvania_UnitedStates.Male_Total_Population.missing|Schuylkill_Pennsylvania_UnitedStates.Female_Total_Population.data|Schuylkill_Pennsylvania_UnitedStates.Female_Total_Population.missing|Schuylkill_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Schuylkill_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29006.0|0|72796.0|0|69271.0|0|28005.0|0
