|dates|Hamilton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Texas_UnitedStates.Male_Total_Population.data|Hamilton_Texas_UnitedStates.Male_Total_Population.missing|Hamilton_Texas_UnitedStates.Female_Total_Population.data|Hamilton_Texas_UnitedStates.Female_Total_Population.missing|Hamilton_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2112.0|0|4218.0|0|4266.0|0|1873.0|0
