|dates|Jefferson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Georgia_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2340.0|0|0.0|100|70.0|0|0.0|100
