|dates|Mecklenburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mecklenburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mecklenburg_Virginia_UnitedStates.Male_Total_Population.data|Mecklenburg_Virginia_UnitedStates.Male_Total_Population.missing|Mecklenburg_Virginia_UnitedStates.Female_Total_Population.data|Mecklenburg_Virginia_UnitedStates.Female_Total_Population.missing|Mecklenburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Mecklenburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7858.0|0|14885.0|0|15765.0|0|5681.0|0
