|dates|Lincoln_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Tennessee_UnitedStates.Male_Total_Population.data|Lincoln_Tennessee_UnitedStates.Male_Total_Population.missing|Lincoln_Tennessee_UnitedStates.Female_Total_Population.data|Lincoln_Tennessee_UnitedStates.Female_Total_Population.missing|Lincoln_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6630.0|0|16753.0|0|17364.0|0|7540.0|0
