|dates|Callahan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Callahan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Callahan_Texas_UnitedStates.Male_Total_Population.data|Callahan_Texas_UnitedStates.Male_Total_Population.missing|Callahan_Texas_UnitedStates.Female_Total_Population.data|Callahan_Texas_UnitedStates.Female_Total_Population.missing|Callahan_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Callahan_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2869.0|0|6930.0|0|7064.0|0|3149.0|0
