|dates|Harrison_Indiana_UnitedStates.BLS_EmployedPopulation.data|Harrison_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Harrison_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Harrison_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Harrison_Indiana_UnitedStates.BLS_UnemploymentRate.data|Harrison_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Harrison_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Harrison_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-02|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-03|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-04|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-05|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-06|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-07|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-08|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-09|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-10|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-11|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-12|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-13|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-14|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-15|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-16|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-17|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-18|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-19|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-20|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-21|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-22|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-23|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-24|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-25|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-26|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-27|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-28|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-29|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-30|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-01-31|19745.5|0|712.0|0|3.4803861664426248|0|20457.5|0
0|2020-02-01|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-02|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-03|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-04|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-05|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-06|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-07|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-08|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-09|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-10|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-11|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-12|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-13|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-14|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-15|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-16|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-17|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-18|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-19|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-20|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-21|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-22|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-23|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-24|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-25|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-26|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-27|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-28|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-02-29|19783.5|0|689.5|0|3.367850339471499|0|20473.0|0
0|2020-03-01|19269.5|0|669.0|0|3.355317601624997|0|19938.5|0
0|2020-03-02|19269.5|0|669.0|0|3.355317601624997|0|19938.5|0
0|2020-03-03|19269.5|0|669.0|0|3.355317601624997|0|19938.5|0
0|2020-03-04|19269.5|0|669.0|0|3.355317601624997|0|19938.5|0
0|2020-03-05|19269.5|0|669.0|0|3.355317601624997|0|19938.5|0
