|dates|Providence_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Providence_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Providence_RhodeIsland_UnitedStates.Male_Total_Population.data|Providence_RhodeIsland_UnitedStates.Male_Total_Population.missing|Providence_RhodeIsland_UnitedStates.Female_Total_Population.data|Providence_RhodeIsland_UnitedStates.Female_Total_Population.missing|Providence_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.data|Providence_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|97217.0|0|309744.0|0|326340.0|0|130676.0|0
