|dates|Mackinac_Michigan_UnitedStates.AveragePrecipitationTotal.data|Mackinac_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Mackinac_Michigan_UnitedStates.AveragePrecipitation.data|Mackinac_Michigan_UnitedStates.AveragePrecipitation.missing|Mackinac_Michigan_UnitedStates.AverageWindDirection.data|Mackinac_Michigan_UnitedStates.AverageWindDirection.missing|Mackinac_Michigan_UnitedStates.AverageWindSpeed.data|Mackinac_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0007291666666666667|0|212.34375|0|9.46875|0
0|2020-01-02|0.0004166666666666667|0|0.0014583333333333334|0|204.94791666666666|0|8.416666666666666|0
0|2020-01-03|0.0010416666666666667|0|0.0|0|264.53125|0|6.640625|0
0|2020-01-04|0.0|0|0.0|0|260.625|0|5.6875|0
0|2020-01-05|0.0|0|0.0010416666666666667|0|194.42708333333334|0|8.244791666666666|0
0|2020-01-06|0.000625|0|0.0|0|256.3020833333333|0|12.630208333333334|0
0|2020-01-07|0.0|0|0.0|0|248.22916666666666|0|11.072916666666666|0
0|2020-01-08|0.0|0|0.0|0|273.3854166666667|0|7.046875|0
0|2020-01-09|0.0|0|0.0003125|0|134.58333333333334|0|14.666666666666666|0
0|2020-01-10|0.00020833333333333335|0|0.0|0|263.4895833333333|0|5.880208333333333|0
0|2020-01-11|0.0|0|0.0|0|220.78125|0|12.484375|0
0|2020-01-12|0.0|0|0.0|0|96.66666666666667|0|6.651041666666667|0
0|2020-01-13|0.0|0|0.0|0|53.958333333333336|0|3.5625|0
0|2020-01-14|0.0|0|0.0|0|174.0625|0|7.614583333333333|0
0|2020-01-15|0.0|0|0.0|0|217.39583333333334|0|4.489583333333333|0
0|2020-01-16|0.0|0|0.0|0|297.0833333333333|0|7.458333333333333|0
0|2020-01-17|0.0|0|0.0|0|149.16666666666666|0|6.088541666666667|0
0|2020-01-18|0.0|0|0.00020833333333333335|0|89.16666666666667|0|10.291666666666666|0
0|2020-01-19|0.00020833333333333335|0|0.0|0|281.5625|0|6.802083333333333|0
0|2020-01-20|0.0|0|0.0|0|273.9583333333333|0|7.390625|0
0|2020-01-21|0.0|0|0.0|0|220.26041666666666|0|14.140625|0
0|2020-01-22|0.0|0|0.0009375|0|214.32291666666666|0|17.932291666666668|0
0|2020-01-23|0.0008333333333333334|0|0.0010416666666666667|0|147.5|0|6.994791666666667|0
0|2020-01-24|0.0004166666666666667|0|0.0008333333333333334|0|78.28125|0|9.333333333333334|0
0|2020-01-25|0.0016666666666666668|0|0.0017708333333333332|0|97.91666666666667|0|4.057291666666667|0
0|2020-01-26|0.0|0|0.0|0|314.7916666666667|0|8.822916666666666|0
0|2020-01-27|0.0|0|0.0|0|315.15625|0|8.1875|0
0|2020-01-28|0.0|0|0.0|0|278.4895833333333|0|6.135416666666667|0
0|2020-01-29|0.0|0|0.0|0|100.3125|0|3.203125|0
0|2020-01-30|0.0|0|0.0|0|114.375|0|4.479166666666667|0
0|2020-01-31|0.0|0|0.0|0|194.73958333333334|0|7.416666666666667|0
0|2020-02-01|0.0|0|0.0|0|218.90625|0|9.234375|0
0|2020-02-02|0.0004166666666666667|0|0.0004166666666666667|0|220.88541666666666|0|7.880208333333333|0
0|2020-02-03|0.0|0|0.0|0|275.9375|0|7.765625|0
0|2020-02-04|0.0|0|0.0|0|298.90625|0|11.229166666666666|0
0|2020-02-05|0.0|0|0.0|0|219.6875|0|9.380208333333334|0
0|2020-02-06|0.0|0|0.0|0|159.375|0|3.125|0
0|2020-02-07|0.0|0|0.0|0|288.59375|0|7.385416666666667|0
0|2020-02-08|0.0|0|0.0|0|86.8576388888889|0|3.7760416666666665|0
0|2020-02-09|0.0|0|0.0004166666666666667|0|192.44791666666666|0|5.135416666666667|0
0|2020-02-10|0.0004166666666666667|0|0.0|0|222.23958333333334|0|6.927083333333333|0
0|2020-02-11|0.0|0|0.0|0|235.57291666666666|0|10.520833333333334|0
0|2020-02-12|0.0|0|0.0|0|247.63888888888889|0|14.267361111111112|0
0|2020-02-13|0.0|0|0.0|0|232.5|0|11.052083333333334|0
0|2020-02-14|0.0|0|0.0|0|224.63541666666666|0|12.770833333333334|0
0|2020-02-15|0.0|0|0.0|0|219.73958333333334|0|17.114583333333332|0
0|2020-02-16|0.0|0|0.0|0|260.2083333333333|0|8.333333333333334|0
0|2020-02-17|0.0|0|0.0|0|114.47916666666667|0|9.098958333333334|0
0|2020-02-18|0.0010416666666666667|0|0.0023090277777777783|0|209.47916666666666|0|11.736111111111109|0
0|2020-02-19|0.000625|0|0.0|0|265.4166666666667|0|10.932291666666666|0
0|2020-02-20|0.0|0|0.0|0|207.1875|0|9.151041666666666|0
0|2020-02-21|0.0|0|0.0|0|220.98958333333334|0|17.020833333333332|0
0|2020-02-22|0.0|0|0.0|0|210.10416666666666|0|13.223958333333334|0
0|2020-02-23|0.0|0|0.0|0|206.45833333333334|0|12.588541666666666|0
0|2020-02-24|0.0|0|0.0|0|294.72222222222223|0|7.520833333333333|0
0|2020-02-25|0.0|0|0.0|0|248.6284722222222|0|8.802083333333334|0
0|2020-02-26|0.0|0|0.0|0|243.75|0|7.864583333333333|0
0|2020-02-27|0.0|0|0.0|0|322.0833333333333|0|11.578125|0
0|2020-02-28|0.0|0|0.0|0|311.57986111111114|0|11.550347222222223|0
0|2020-02-29|0.0|0|0.0|0|261.3541666666667|0|6.515625|0
0|2020-03-01|0.0|0|0.0|0|183.59375|0|12.536458333333334|0
0|2020-03-02|0.0|0|0.0|0|216.51041666666666|0|7.979166666666667|0
0|2020-03-03|0.0|0|0.0|0|185.625|0|6.604166666666667|0
0|2020-03-04|0.0|0|0.0|0|262.5520833333333|0|9.40625|0
0|2020-03-05|0.0|0|0.0004166666666666667|0|89.0625|0|10.229166666666666|0
0|2020-03-06|0.00020833333333333335|0|0.0|0|239.63541666666666|0|9.583333333333334|0
0|2020-03-07|0.0|0|0.0|0|190.88541666666666|0|14.239583333333334|0
0|2020-03-08|0.0|0|0.0|0|201.71875|0|17.96875|0
0|2020-03-09|0.0|0|0.0003125|0|245.05208333333334|0|9.614583333333334|0
0|2020-03-10|0.000625|0|0.0007291666666666667|0|258.3854166666667|0|8.328125|0
0|2020-03-11|0.0|0|0.0|0|177.03125|0|7.588541666666667|0
0|2020-03-12|0.0|0|0.006666666666666668|0|163.64583333333334|0|11.526041666666666|0
0|2020-03-13|0.004791666666666667|0|0.0|0|277.7604166666667|0|20.911458333333332|0
0|2020-03-14|0.0|0|0.0|0|318.6979166666667|0|9.671875|0
0|2020-03-15|0.0|0|0.0|0|140.46875|0|4.203125|0
0|2020-03-16|0.0|0|0.0|0|179.58333333333334|0|11.052083333333334|0
0|2020-03-17|0.0|0|0.0|0|232.29166666666666|0|10.390625|0
0|2020-03-18|0.0|0|0.0|0|138.38541666666666|0|6.265625|0
0|2020-03-19|0.0|0|0.010989583333333332|0|103.64583333333333|0|7.286458333333333|0
0|2020-03-20|0.010416666666666666|0|0.003958333333333334|0|318.1770833333333|0|12.526041666666666|0
0|2020-03-21|0.0|0|0.0|0|102.91666666666667|0|2.9479166666666665|0
0|2020-03-22|0.0|0|0.0|0|121.04166666666667|0|8.890625|0
0|2020-03-23|0.0|0|0.0|0|176.77083333333334|0|5.921875|0
0|2020-03-24|0.0|0|0.0|0|98.22916666666667|0|4.239583333333333|0
0|2020-03-25|0.0|0|0.010625|0|173.90625|0|8.734375|0
0|2020-03-26|0.009166666666666667|0|0.0019791666666666673|0|210.625|0|3.84375|0
0|2020-03-27|0.0|0|0.0|0|91.45833333333333|0|3.46875|0
0|2020-03-28|0.0|0|0.0|0|78.54166666666667|0|6.161458333333333|0
0|2020-03-29|0.0075|0|0.011302083333333332|0|116.61458333333333|0|11.0625|0
0|2020-03-30|0.000625|0|0.0|0|306.4583333333333|0|11.392361111111109|0
0|2020-03-31|0.0|0|0.0|0|153.02083333333334|0|5.333333333333333|0
0|2020-04-01|0.0|0|0.0|0|225.625|0|4.625|0
0|2020-04-02|0.0|0|0.0|0|257.3958333333333|0|4.916666666666667|0
0|2020-04-03|0.0|0|0.0|0|104.94791666666667|0|3.4322916666666665|0
0|2020-04-04|0.0|0|0.001666666666666667|0|290.46875|0|7.557291666666667|0
0|2020-04-05|0.0010416666666666667|0|0.0|0|215.72916666666666|0|3.6770833333333335|0
0|2020-04-06|0.0|0|0.0|0|143.02083333333334|0|4.005208333333333|0
0|2020-04-07|0.0|0|0.0025000000000000005|0|79.73958333333333|0|5.34375|0
0|2020-04-08|0.001875|0|0.0026041666666666665|0|259.0104166666667|0|7.5|0
0|2020-04-09|0.001875|0|0.0|0|298.6458333333333|0|12.114583333333334|0
0|2020-04-10|0.0|0|0.0|0|290.46875|0|9.963541666666666|0
0|2020-04-11|0.0|0|0.0|0|182.60416666666666|0|9.307291666666666|0
0|2020-04-12|0.0|0|0.0043749999999999995|0|190.46875|0|7.75|0
0|2020-04-13|0.011458333333333334|0|0.011770833333333335|0|255.0|0|14.421875|0
0|2020-04-14|0.0|0|0.0|0|264.0625|0|8.401041666666666|0
0|2020-04-15|0.0|0|0.0|0|261.9270833333333|0|7.104166666666667|0
0|2020-04-16|0.0|0|0.0|0|251.14583333333334|0|10.510416666666666|0
0|2020-04-17|0.0|0|0.0|0|203.69791666666666|0|6.130208333333333|0
0|2020-04-18|0.0|0|0.0003125|0|197.86458333333334|0|13.526041666666666|0
0|2020-04-19|0.00020833333333333335|0|0.0|0|280.46875|0|9.427083333333334|0
0|2020-04-20|0.0|0|0.00020833333333333335|0|218.02083333333334|0|9.927083333333334|0
0|2020-04-21|0.00020833333333333335|0|0.0|0|305.9895833333333|0|14.276041666666666|0
0|2020-04-22|0.0|0|0.0|0|149.89583333333334|0|4.286458333333333|0
0|2020-04-23|0.0|0|0.0|0|98.125|0|8.182291666666666|0
0|2020-04-24|0.0|0|0.0|0|105.625|0|3.1666666666666665|0
0|2020-04-25|0.0|0|0.0|0|135.72916666666666|0|3.140625|0
0|2020-04-26|0.0|0|0.0|0|265.9895833333333|0|6.84375|0
0|2020-04-27|0.0|0|0.0|0|138.80208333333334|0|8.8125|0
0|2020-04-28|0.0|0|0.0|0|86.71875|0|7.432291666666667|0
0|2020-04-29|0.0|0|0.02642361111111111|0|47.586805555555564|0|14.175347222222221|0
0|2020-04-30|0.01916666666666667|0|0.0010416666666666667|0|282.96875|0|12.145833333333334|0
0|2020-05-01|0.0004166666666666667|0|0.0|0|226.97916666666666|0|8.34375|0
0|2020-05-02|0.0014583333333333334|0|0.0021354166666666665|0|218.28125|0|8.677083333333334|0
0|2020-05-03|0.0|0|0.0|0|294.1145833333333|0|10.682291666666666|0
0|2020-05-04|0.0|0|0.0|0|307.2916666666667|0|10.109375|0
0|2020-05-05|0.0|0|0.0|0|131.04166666666666|0|4.296875|0
0|2020-05-06|0.0|0|0.0|0|271.40625|0|5.942708333333333|0
0|2020-05-07|0.0|0|0.0|0|304.5833333333333|0|10.760416666666666|0
0|2020-05-08|0.0|0|0.0|0|315.3125|0|10.473958333333334|0
0|2020-05-09|0.0008333333333333334|0|0.0015104166666666669|0|280.0520833333333|0|7.958333333333333|0
0|2020-05-10|0.0|0|0.0|0|309.7395833333333|0|8.588541666666666|0
0|2020-05-11|0.0|0|0.0|0|311.875|0|10.260416666666666|0
0|2020-05-12|0.0|0|0.0|0|267.1875|0|7.916666666666667|0
0|2020-05-13|0.0|0|0.0|0|101.82291666666667|0|4.640625|0
0|2020-05-14|0.0027083333333333334|0|0.009479166666666672|0|123.33333333333333|0|8.0|0
0|2020-05-15|0.003541666666666667|0|0.0|0|211.66666666666666|0|5.760416666666667|0
0|2020-05-16|0.0|0|0.0|0|129.84375|0|4.994791666666667|0
0|2020-05-17|0.0|0|0.0|0|79.63541666666667|0|9.307291666666666|0
0|2020-05-18|0.0|0|0.0|0|60.9375|0|11.661458333333334|0
0|2020-05-19|0.0|0|0.0|0|87.23958333333333|0|11.135416666666666|0
0|2020-05-20|0.0|0|0.005885416666666666|0|119.42708333333333|0|8.802083333333334|0
0|2020-05-21|0.003958333333333334|0|0.0|0|144.16666666666666|0|5.625|0
0|2020-05-22|0.0|0|0.0|0|97.60416666666667|0|3.894097222222222|0
0|2020-05-23|0.0|0|0.0|0|125.36458333333333|0|5.598958333333333|0
0|2020-05-24|0.0|0|0.0|0|133.85416666666666|0|5.479166666666667|0
0|2020-05-25|0.0|0|0.0|0|174.27083333333334|0|7.208333333333333|0
0|2020-05-26|0.0|0|0.0|0|162.1875|0|8.484375|0
0|2020-05-27|0.005625000000000001|0|0.010625|0|188.75|0|10.088541666666666|0
0|2020-05-28|0.0|0|0.00328125|0|94.47916666666667|0|2.6041666666666665|0
0|2020-05-29|0.015|0|0.0|0|259.53125|0|7.46875|0
0|2020-05-30|0.0|0|0.0|0|313.3333333333333|0|9.265625|0
0|2020-05-31|0.0|0|0.002291666666666667|0|242.29166666666666|0|8.8125|0
0|2020-06-01|0.0016666666666666668|0|0.001875|0|202.08333333333334|0|11.84375|0
0|2020-06-02|0.0016666666666666668|0|0.0004166666666666667|0|198.54166666666666|0|6.703125|0
0|2020-06-03|0.0|0|0.0|0|250.88541666666666|0|5.265625|0
0|2020-06-04|0.0|0|0.0|0|129.01041666666666|0|3.4479166666666665|0
0|2020-06-05|0.0|0|0.0|0|201.77083333333334|0|5.0625|0
0|2020-06-06|0.0|0|0.0026041666666666665|0|310.5208333333333|0|8.713541666666666|0
