|dates|VanBuren_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|VanBuren_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|VanBuren_Tennessee_UnitedStates.Male_Total_Population.data|VanBuren_Tennessee_UnitedStates.Male_Total_Population.missing|VanBuren_Tennessee_UnitedStates.Female_Total_Population.data|VanBuren_Tennessee_UnitedStates.Female_Total_Population.missing|VanBuren_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|VanBuren_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1365.0|0|2886.0|0|2879.0|0|1110.0|0
