|dates|Decatur_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Decatur_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Decatur_Indiana_UnitedStates.Male_Total_Population.data|Decatur_Indiana_UnitedStates.Male_Total_Population.missing|Decatur_Indiana_UnitedStates.Female_Total_Population.data|Decatur_Indiana_UnitedStates.Female_Total_Population.missing|Decatur_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Decatur_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4485.0|0|13306.0|0|13488.0|0|6555.0|0
