|dates|Hillsdale_Michigan_UnitedStates.BLS_EmployedPopulation.data|Hillsdale_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Hillsdale_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Hillsdale_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Hillsdale_Michigan_UnitedStates.BLS_UnemploymentRate.data|Hillsdale_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Hillsdale_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Hillsdale_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-02|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-03|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-04|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-05|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-06|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-07|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-08|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-09|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-10|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-11|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-12|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-13|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-14|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-15|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-16|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-17|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-18|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-19|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-20|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-21|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-22|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-23|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-24|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-25|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-26|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-27|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-28|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-29|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-30|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-01-31|19333.0|0|862.0|0|4.2683832631839564|0|20195.0|0
0|2020-02-01|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-02|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-03|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-04|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-05|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-06|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-07|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-08|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-09|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-10|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-11|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-12|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
0|2020-02-13|19574.5|0|737.5|0|3.630858605750295|0|20312.0|0
