|dates|Grant_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Grant_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Grant_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Grant_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Grant_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Grant_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Grant_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Grant_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-02|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-03|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-04|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-05|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-06|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-07|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-08|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-09|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-10|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-11|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-12|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-13|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-14|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-15|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-16|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-17|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-18|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-19|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-20|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-21|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-22|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-23|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-24|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-25|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-26|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-27|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-28|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-29|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-30|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-01-31|4179.0|0|213.0|0|4.8497267759562845|0|4392.0|0
0|2020-02-01|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-02|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-03|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-04|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-05|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-06|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-07|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-08|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-09|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-10|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-11|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-12|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-13|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-14|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-15|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-16|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-17|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-18|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-19|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-20|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-21|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-22|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-23|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-24|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-25|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-26|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-27|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-28|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-02-29|4180.0|0|224.0|0|5.0862851952770205|0|4404.0|0
0|2020-03-01|4276.5|0|210.5|0|4.691330510363271|0|4487.0|0
0|2020-03-02|4276.5|0|210.5|0|4.691330510363271|0|4487.0|0
0|2020-03-03|4276.5|0|210.5|0|4.691330510363271|0|4487.0|0
0|2020-03-04|4276.5|0|210.5|0|4.691330510363271|0|4487.0|0
