|dates|McCreary_Kentucky_UnitedStates.BLS_EmployedPopulation.data|McCreary_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|McCreary_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|McCreary_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|McCreary_Kentucky_UnitedStates.BLS_UnemploymentRate.data|McCreary_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|McCreary_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|McCreary_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-02|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-03|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-04|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-05|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-06|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-07|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-08|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-09|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-10|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-11|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-12|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-13|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-14|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-15|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-16|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-17|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-18|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-19|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-20|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-21|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-22|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-23|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-24|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-25|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-26|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-27|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-28|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-29|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-30|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-01-31|4477.5|0|334.5|0|6.951371571072319|0|4812.0|0
0|2020-02-01|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-02|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-03|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-04|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-05|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-06|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-07|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-08|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-09|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-10|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-11|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-12|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-13|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-14|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-15|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-16|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-17|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
0|2020-02-18|4464.5|0|305.5|0|6.40461215932914|0|4770.0|0
