|dates|Clay_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Georgia_UnitedStates.Male_Total_Population.data|Clay_Georgia_UnitedStates.Male_Total_Population.missing|Clay_Georgia_UnitedStates.Female_Total_Population.data|Clay_Georgia_UnitedStates.Female_Total_Population.missing|Clay_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|774.0|0|1362.0|0|1525.0|0|588.0|0
