|dates|Watauga_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Watauga_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Watauga_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Watauga_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Watauga_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Watauga_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Watauga_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Watauga_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-02|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-03|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-04|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-05|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-06|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-07|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-08|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-09|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-10|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-11|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-12|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-13|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-14|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-15|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-16|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-17|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-18|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-19|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-20|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-21|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-22|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-23|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-24|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-25|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-26|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-27|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-28|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-29|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-30|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-01-31|28136.5|0|935.5|0|3.2178728673637864|0|29072.0|0
0|2020-02-01|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
0|2020-02-02|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
0|2020-02-03|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
0|2020-02-04|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
0|2020-02-05|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
0|2020-02-06|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
0|2020-02-07|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
0|2020-02-08|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
0|2020-02-09|28928.0|0|895.5|0|3.0026656831022516|0|29823.5|0
