|dates|St.Joseph_Indiana_UnitedStates.BLS_EmployedPopulation.data|St.Joseph_Indiana_UnitedStates.BLS_EmployedPopulation.missing|St.Joseph_Indiana_UnitedStates.BLS_UnemployedPopulation.data|St.Joseph_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|St.Joseph_Indiana_UnitedStates.BLS_UnemploymentRate.data|St.Joseph_Indiana_UnitedStates.BLS_UnemploymentRate.missing|St.Joseph_Indiana_UnitedStates.BLS_LaborForcePopulation.data|St.Joseph_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
