|dates|Custer_Colorado_UnitedStates.BLS_EmployedPopulation.data|Custer_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Custer_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Custer_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Custer_Colorado_UnitedStates.BLS_UnemploymentRate.data|Custer_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Custer_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Custer_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|2139.0|0|91.0|0|4.0807174887892375|0|2230.0|0
