|dates|Polk_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Florida_UnitedStates.Male_Total_Population.data|Polk_Florida_UnitedStates.Male_Total_Population.missing|Polk_Florida_UnitedStates.Female_Total_Population.data|Polk_Florida_UnitedStates.Female_Total_Population.missing|Polk_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|143142.0|0|346929.0|0|361080.0|0|156487.0|0
