|dates|Brazos_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brazos_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brazos_Texas_UnitedStates.Male_Total_Population.data|Brazos_Texas_UnitedStates.Male_Total_Population.missing|Brazos_Texas_UnitedStates.Female_Total_Population.data|Brazos_Texas_UnitedStates.Female_Total_Population.missing|Brazos_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Brazos_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20762.0|0|114626.0|0|112132.0|0|46685.0|0
