|dates|Worth_Missouri_UnitedStates.BLS_EmployedPopulation.data|Worth_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Worth_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Worth_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Worth_Missouri_UnitedStates.BLS_UnemploymentRate.data|Worth_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Worth_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Worth_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-02|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-03|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-04|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-05|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-06|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-07|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-08|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-09|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-10|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-11|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-12|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-13|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-14|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-15|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-16|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-17|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-18|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-19|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-20|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-21|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-22|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-23|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-24|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-25|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-26|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-27|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-28|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-29|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-30|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-01-31|1143.5|0|35.0|0|2.9698769622401358|0|1178.5|0
0|2020-02-01|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-02|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-03|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-04|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-05|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-06|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-07|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-08|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-09|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-10|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-11|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-12|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-13|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-14|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-15|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-16|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-17|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-18|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-19|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-20|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-21|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-22|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-23|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-24|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-25|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-26|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-27|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-28|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-02-29|1147.0|0|29.5|0|2.507437314067148|0|1176.5|0
0|2020-03-01|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-02|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-03|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-04|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-05|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-06|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-07|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-08|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-09|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-10|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-11|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-12|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-13|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-14|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-15|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-16|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-17|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-18|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-19|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-20|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-21|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-22|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-23|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-24|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-25|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-26|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-27|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-28|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-29|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-30|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-03-31|1145.0|0|38.5|0|3.2530629488804395|0|1183.5|0
0|2020-04-01|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-02|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-03|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-04|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-05|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-06|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-07|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-08|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-09|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-10|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-11|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-12|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-13|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-14|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-15|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-16|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-17|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-18|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-19|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
0|2020-04-20|1164.5|0|95.5|0|7.579365079365079|0|1260.0|0
