|dates|Kenedy_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kenedy_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kenedy_Texas_UnitedStates.Male_Total_Population.data|Kenedy_Texas_UnitedStates.Male_Total_Population.missing|Kenedy_Texas_UnitedStates.Female_Total_Population.data|Kenedy_Texas_UnitedStates.Female_Total_Population.missing|Kenedy_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Kenedy_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|69.0|0|228.0|0|214.0|0|120.0|0
