|dates|Kittitas_Washington_UnitedStates.BLS_EmployedPopulation.data|Kittitas_Washington_UnitedStates.BLS_EmployedPopulation.missing|Kittitas_Washington_UnitedStates.BLS_UnemployedPopulation.data|Kittitas_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Kittitas_Washington_UnitedStates.BLS_UnemploymentRate.data|Kittitas_Washington_UnitedStates.BLS_UnemploymentRate.missing|Kittitas_Washington_UnitedStates.BLS_LaborForcePopulation.data|Kittitas_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-02|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-03|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-04|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-05|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-06|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-07|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-08|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-09|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-10|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-11|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-12|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-13|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-14|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-15|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-16|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-17|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-18|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-19|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-20|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-21|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-22|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-23|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-24|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-25|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-26|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-27|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-28|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-29|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-30|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-01-31|22136.0|0|1472.0|0|6.235174517112843|0|23608.0|0
0|2020-02-01|22175.5|0|1421.5|0|6.024070856464805|0|23597.0|0
0|2020-02-02|22175.5|0|1421.5|0|6.024070856464805|0|23597.0|0
0|2020-02-03|22175.5|0|1421.5|0|6.024070856464805|0|23597.0|0
