|dates|Kemper_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kemper_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kemper_Mississippi_UnitedStates.Male_Total_Population.data|Kemper_Mississippi_UnitedStates.Male_Total_Population.missing|Kemper_Mississippi_UnitedStates.Female_Total_Population.data|Kemper_Mississippi_UnitedStates.Female_Total_Population.missing|Kemper_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Kemper_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2025.0|0|5021.0|0|5006.0|0|1821.0|0
