|dates|Isabella_Michigan_UnitedStates.BLS_EmployedPopulation.data|Isabella_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Isabella_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Isabella_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Isabella_Michigan_UnitedStates.BLS_UnemploymentRate.data|Isabella_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Isabella_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Isabella_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-02|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-03|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-04|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-05|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-06|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-07|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-08|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-09|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-10|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-11|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-12|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-13|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-14|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-15|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-16|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-17|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-18|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-19|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-20|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-21|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-22|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-23|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-24|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-25|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-26|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-27|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-28|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-29|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-30|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-01-31|33158.0|0|1389.5|0|4.021998697445546|0|34547.5|0
0|2020-02-01|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-02|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-03|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-04|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-05|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-06|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-07|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-08|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-09|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-10|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-11|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-12|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-13|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-14|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-15|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-16|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-17|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-18|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-19|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-20|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-21|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-22|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-23|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-24|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-25|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-26|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-27|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-28|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-02-29|33503.5|0|1260.0|0|3.6244912048556674|0|34763.5|0
0|2020-03-01|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-02|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-03|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-04|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-05|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-06|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-07|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-08|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-09|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-10|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-11|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-12|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-13|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-14|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-15|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-16|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-17|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-18|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-19|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-20|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-21|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-22|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-23|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-24|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-25|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-26|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-27|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-28|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-29|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-30|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
0|2020-03-31|32744.5|0|1368.5|0|4.011667106381731|0|34113.0|0
