|dates|Gila_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gila_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gila_Arizona_UnitedStates.Male_Total_Population.data|Gila_Arizona_UnitedStates.Male_Total_Population.missing|Gila_Arizona_UnitedStates.Female_Total_Population.data|Gila_Arizona_UnitedStates.Female_Total_Population.missing|Gila_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Gila_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15506.0|0|26644.0|0|27245.0|0|10827.0|0
