|dates|Davis_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Davis_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Davis_Iowa_UnitedStates.Male_Total_Population.data|Davis_Iowa_UnitedStates.Male_Total_Population.missing|Davis_Iowa_UnitedStates.Female_Total_Population.data|Davis_Iowa_UnitedStates.Female_Total_Population.missing|Davis_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Davis_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1613.0|0|4462.0|0|4555.0|0|2647.0|0
