|dates|Lancaster_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lancaster_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lancaster_Pennsylvania_UnitedStates.Male_Total_Population.data|Lancaster_Pennsylvania_UnitedStates.Male_Total_Population.missing|Lancaster_Pennsylvania_UnitedStates.Female_Total_Population.data|Lancaster_Pennsylvania_UnitedStates.Female_Total_Population.missing|Lancaster_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Lancaster_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|97560.0|0|266316.0|0|277241.0|0|127967.0|0
