|dates|Roberts_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Roberts_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Roberts_SouthDakota_UnitedStates.Male_Total_Population.data|Roberts_SouthDakota_UnitedStates.Male_Total_Population.missing|Roberts_SouthDakota_UnitedStates.Female_Total_Population.data|Roberts_SouthDakota_UnitedStates.Female_Total_Population.missing|Roberts_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Roberts_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2033.0|0|5254.0|0|5193.0|0|2989.0|0
