|dates|Curry_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Curry_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Curry_NewMexico_UnitedStates.AveragePrecipitation.data|Curry_NewMexico_UnitedStates.AveragePrecipitation.missing|Curry_NewMexico_UnitedStates.AverageWindDirection.data|Curry_NewMexico_UnitedStates.AverageWindDirection.missing|Curry_NewMexico_UnitedStates.AverageWindSpeed.data|Curry_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|254.58333333333334|0|20.875|0
0|2020-01-02|0.0|0|0.001388888888888889|0|219.8263888888889|0|15.069444444444445|0
0|2020-01-03|0.0|0|0.0|0|256.25|0|8.041666666666666|0
0|2020-01-04|0.0|0|0.0|0|256.25|0|11.625|0
0|2020-01-05|0.0|0|0.0|0|172.91666666666666|0|9.291666666666666|0
0|2020-01-06|0.0|0|0.0|0|193.95833333333334|0|8.208333333333334|0
0|2020-01-07|0.0|0|0.0|0|242.91666666666666|0|11.75|0
0|2020-01-08|0.0|0|0.0|0|226.25|0|11.583333333333334|0
0|2020-01-09|0.0|0|0.0|0|271.25|0|10.6875|0
0|2020-01-10|0.0|0|0.0|0|142.15277777777777|0|13.534722222222223|0
0|2020-01-11|0.0|0|0.0|0|251.52777777777774|0|12.309027777777779|0
0|2020-01-12|0.0|0|0.0|0|230.0|0|12.041666666666666|0
0|2020-01-13|0.0|0|0.0|0|241.25|0|12.0|0
0|2020-01-14|0.0|0|0.0|0|258.3333333333333|0|10.125|0
0|2020-01-15|0.0|0|0.0|0|156.59722222222223|0|12.611111111111112|0
0|2020-01-16|0.0008333333333333334|0|0.0059722222222222225|0|18.194444444444446|0|4.798611111111111|0
0|2020-01-17|0.003888888888888889|0|0.00022222222222222226|0|158.49305555555554|0|7.434722222222223|0
0|2020-01-18|0.0004166666666666667|0|0.0|0|132.91666666666666|0|8.541666666666666|0
0|2020-01-19|0.0|0|0.0|0|114.16666666666667|0|5.833333333333333|0
0|2020-01-20|0.0|0|0.0|0|197.08333333333334|0|6.833333333333333|0
0|2020-01-21|0.0|0|0.0|0|177.2767857142857|0|10.025198412698414|0
0|2020-01-22|0.0|0|0.0|0|226.66666666666666|0|11.173611111111109|0
0|2020-01-23|0.0|0|0.0|0|104.58333333333333|0|9.75|0
0|2020-01-24|0.0|0|0.0|0|159.58333333333334|0|6.5|0
0|2020-01-25|0.0|0|0.0|0|242.08333333333334|0|10.333333333333334|0
0|2020-01-26|0.0|0|0.0|0|126.25|0|3.5833333333333335|0
0|2020-01-27|0.0|0|0.0|0|246.66666666666666|0|14.125|0
0|2020-01-28|0.0|0|0.0|0|268.57638888888886|0|22.17361111111111|0
0|2020-01-29|0.0|0|0.0|0|123.75|0|7.229166666666667|0
0|2020-01-30|0.0|0|0.0|0|186.6875|0|7.3625|0
0|2020-01-31|0.0|0|0.0|0|192.91666666666666|0|13.958333333333334|0
0|2020-02-01|0.0|0|0.0|0|274.375|0|11.833333333333334|0
0|2020-02-02|0.0|0|0.0|0|250.83333333333334|0|9.5|0
0|2020-02-03|0.0|0|0.0|0|189.0277777777778|0|13.486111111111112|0
0|2020-02-04|0.0|0|0.0044990079365079365|0|33.15277777777778|0|19.495436507936507|0
0|2020-02-05|0.0|0|0.0|0|243.75|0|8.104166666666666|0
0|2020-02-06|0.0|0|0.0|0|288.3333333333333|0|10.708333333333334|0
0|2020-02-07|0.0|0|0.0|0|65.625|0|9.4375|0
0|2020-02-08|0.0|0|0.0|0|137.08333333333334|0|11.208333333333334|0
0|2020-02-09|0.0|0|0.0|0|125.83333333333333|0|13.208333333333334|0
0|2020-02-10|0.0|0|0.0|0|116.52777777777777|0|8.809027777777779|0
0|2020-02-11|0.00125|0|0.0010416666666666667|0|68.81944444444444|0|13.280555555555557|0
0|2020-02-12|0.0|0|0.03333333333333333|0|239.27083333333334|0|11.805555555555555|0
0|2020-02-13|0.0|0|0.0|0|130.72916666666666|0|11.465277777777777|0
0|2020-02-14|0.0|0|0.0|0|183.34722222222226|0|12.824537037037038|0
0|2020-02-15|0.0|0|0.0|0|153.75|0|7.333333333333333|0
0|2020-02-16|0.0|0|0.0|0|261.6666666666667|0|17.3125|0
0|2020-02-17|0.0|0|0.0|0|152.08333333333334|0|13.416666666666666|0
0|2020-02-18|0.0|0|0.0|0|72.77777777777777|0|11.9375|0
0|2020-02-19|0.0|0|0.0|0|123.125|0|8.4375|0
0|2020-02-20|0.0|0|0.0|0|54.0|0|11.243055555555557|0
0|2020-02-21|0.0|0|0.0|0|203.19444444444446|0|13.326388888888891|0
0|2020-02-22|0.0|0|0.0|0|238.75|0|9.875|0
0|2020-02-23|0.0|0|0.0|0|269.375|0|16.541666666666668|0
0|2020-02-24|0.0|0|0.0|0|258.125|0|15.34375|0
0|2020-02-25|0.0|0|0.0|0|212.10416666666666|0|16.79236111111111|0
0|2020-02-26|0.0|0|0.0|0|247.08333333333334|0|8.75|0
0|2020-02-27|0.0|0|0.0|0|202.08333333333334|0|7.208333333333333|0
0|2020-02-28|0.0|0|0.0|0|116.66666666666667|0|5.791666666666667|0
0|2020-02-29|0.0|0|0.0|0|231.04166666666666|0|11.458333333333334|0
0|2020-03-01|0.0|0|0.0|0|268.56944444444446|0|14.183333333333332|0
0|2020-03-02|0.0|0|0.0|0|264.09722222222223|0|9.916666666666666|0
0|2020-03-03|0.0|0|0.0|0|148.95833333333334|0|9.4375|0
0|2020-03-04|0.0|0|0.0|0|104.375|0|13.145833333333334|0
0|2020-03-05|0.0|0|0.0|0|138.33333333333334|0|13.416666666666666|0
0|2020-03-06|0.0|0|0.0|0|138.75|0|10.583333333333334|0
0|2020-03-07|0.0|0|0.0|0|163.33333333333334|0|10.916666666666666|0
0|2020-03-08|0.0|0|0.02003472222222222|0|197.91666666666666|0|8.777777777777779|0
0|2020-03-09|0.00125|0|0.0|0|221.875|0|10.6875|0
0|2020-03-10|0.0|0|0.0|0|227.08333333333334|0|10.916666666666666|0
0|2020-03-11|0.0|0|0.0|0|263.125|0|12.375|0
0|2020-03-12|0.0|0|0.0|0|244.375|0|13.333333333333334|0
0|2020-03-13|0.0|0|0.0025347222222222225|0|114.61805555555556|0|13.690972222222223|0
0|2020-03-14|0.0|0|0.0|0|172.40972222222226|0|8.519444444444444|0
0|2020-03-15|0.0|0|0.00010416666666666667|0|128.86111111111111|0|10.427777777777777|0
0|2020-03-16|0.0|0|0.0|0|175.69444444444446|0|6.871527777777778|0
0|2020-03-17|0.0|0|8.333333333333333e-05|0|148.60416666666666|0|10.377777777777778|0
0|2020-03-18|0.0|0|0.005|0|224.54861111111111|0|10.364583333333334|0
0|2020-03-19|0.0016666666666666668|0|0.0002777777777777778|0|247.47222222222226|0|20.194444444444446|0
0|2020-03-20|0.0|0|0.0|0|63.125|0|14.270833333333334|0
0|2020-03-21|0.0|0|0.0|0|134.27083333333334|0|8.788194444444445|0
0|2020-03-22|0.0|0|0.0|0|240.2777777777778|0|12.247222222222222|0
0|2020-03-23|0.0|0|0.0|0|186.04166666666666|0|9.104166666666666|0
0|2020-03-24|0.0|0|0.0|0|252.91666666666666|0|11.145833333333334|0
0|2020-03-25|0.0|0|0.0|0|253.75|0|13.270833333333334|0
0|2020-03-26|0.0|0|0.0|0|241.25|0|14.625|0
0|2020-03-27|0.0|0|0.0|0|225.41666666666666|0|17.75|0
0|2020-03-28|0.0|0|0.0|0|270.8333333333333|0|18.375|0
0|2020-03-29|0.0|0|0.0|0|136.04166666666666|0|9.208333333333334|0
0|2020-03-30|0.0|0|0.0|0|202.70833333333334|0|12.645833333333334|0
0|2020-03-31|0.0|0|0.0|0|212.1875|0|8.8125|0
0|2020-04-01|0.0|0|0.0|0|224.75|0|11.683333333333332|0
0|2020-04-02|0.0|0|0.0|0|216.47916666666666|0|13.478472222222223|0
0|2020-04-03|0.0|0|0.0|0|49.791666666666664|0|16.3125|0
0|2020-04-04|0.0|0|0.0|0|126.66666666666667|0|8.833333333333334|0
0|2020-04-05|0.0|0|0.0|0|154.54861111111111|0|8.322916666666666|0
0|2020-04-06|0.0|0|0.0|0|172.43055555555557|0|8.695833333333333|0
0|2020-04-07|0.0|0|0.0|0|263.0208333333333|0|12.09375|0
0|2020-04-08|0.0|0|0.0|0|218.75|0|7.791666666666667|0
0|2020-04-09|0.0|0|0.0|0|100.625|0|8.0|0
0|2020-04-10|0.0|0|0.0004166666666666667|0|120.34722222222221|0|10.1875|0
0|2020-04-11|0.00020833333333333335|0|0.0|0|215.52083333333334|0|13.732638888888891|0
0|2020-04-12|0.0|0|0.0|0|108.33333333333333|0|18.409722222222225|0
0|2020-04-13|0.0|0|0.0|0|74.47619047619047|0|11.741765873015872|0
0|2020-04-14|0.0|0|0.0|0|110.62202380952381|0|7.252480158730158|0
0|2020-04-15|0.0|0|0.0|0|214.16666666666666|0|12.020833333333334|0
0|2020-04-16|0.0|0|0.0|0|201.5625|0|14.65625|0
0|2020-04-17|0.0|0|0.0|0|68.75|0|14.604166666666666|0
0|2020-04-18|0.0|0|0.0|0|194.27083333333334|0|11.197916666666666|0
0|2020-04-19|0.0|0|0.0|0|285.0|0|12.104166666666666|0
0|2020-04-20|0.0|0|0.0|0|201.25|0|7.166666666666667|0
0|2020-04-21|0.0|0|0.0|0|158.92361111111111|0|9.003472222222221|0
0|2020-04-22|0.0|0|0.0|0|274.2361111111111|0|13.881944444444445|0
0|2020-04-23|0.0|0|0.0|0|255.08333333333334|0|10.458333333333334|0
0|2020-04-24|0.0|0|0.0|0|194.13194444444446|0|13.784722222222221|0
0|2020-04-25|0.0|0|0.0|0|137.5|0|6.875|0
0|2020-04-26|0.0|0|0.0|0|179.72222222222226|0|12.847222222222223|0
0|2020-04-27|0.0|0|0.0|0|193.75|0|8.708333333333334|0
0|2020-04-28|0.0|0|0.0|0|160.83333333333334|0|12.020833333333334|0
0|2020-04-29|0.0|0|0.0|0|132.29166666666666|0|10.1875|0
0|2020-04-30|0.0|0|0.0|0|215.0|0|13.583333333333334|0
0|2020-05-01|0.0|0|0.0|0|251.80555555555554|0|10.395833333333332|0
0|2020-05-02|0.0|0|0.0|0|267.125|0|14.676388888888889|0
0|2020-05-03|0.0|0|0.0|0|178.50694444444446|0|11.392361111111112|0
0|2020-05-04|0.0|0|0.0|0|234.47916666666666|0|15.402777777777777|0
0|2020-05-05|0.0|0|0.0|0|84.16666666666667|0|12.333333333333334|0
0|2020-05-06|0.0|0|0.0|0|132.15277777777777|0|9.729166666666666|0
0|2020-05-07|0.0|0|0.0|0|210.2847222222222|0|16.943749999999998|0
0|2020-05-08|0.0|0|0.0|0|55.208333333333336|0|19.645833333333332|0
0|2020-05-09|0.0|0|0.0|0|119.16666666666667|0|8.916666666666666|0
0|2020-05-10|0.0|0|0.0|0|95.06944444444444|0|12.027777777777779|0
0|2020-05-11|0.0|0|0.0|0|166.52777777777777|0|13.378472222222223|0
0|2020-05-12|0.0|0|0.0|0|117.44444444444444|0|10.609027777777778|0
0|2020-05-13|0.0|0|0.0|0|207.70833333333334|0|10.590277777777777|0
