|dates|Franklin_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Massachusetts_UnitedStates.Male_Total_Population.data|Franklin_Massachusetts_UnitedStates.Male_Total_Population.missing|Franklin_Massachusetts_UnitedStates.Female_Total_Population.data|Franklin_Massachusetts_UnitedStates.Female_Total_Population.missing|Franklin_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15624.0|0|34435.0|0|36528.0|0|12407.0|0
