|dates|Gibson_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gibson_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gibson_Indiana_UnitedStates.Male_Total_Population.data|Gibson_Indiana_UnitedStates.Male_Total_Population.missing|Gibson_Indiana_UnitedStates.Female_Total_Population.data|Gibson_Indiana_UnitedStates.Female_Total_Population.missing|Gibson_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Gibson_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5876.0|0|16739.0|0|16713.0|0|7845.0|0
