|dates|OutofWI_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|OutofWI_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|OutofWI_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|OutofWI_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|OutofWI_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|OutofWI_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|OutofWI_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|OutofWI_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
