|dates|Oneida_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oneida_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oneida_Wisconsin_UnitedStates.Male_Total_Population.data|Oneida_Wisconsin_UnitedStates.Male_Total_Population.missing|Oneida_Wisconsin_UnitedStates.Female_Total_Population.data|Oneida_Wisconsin_UnitedStates.Female_Total_Population.missing|Oneida_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Oneida_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9234.0|0|17794.0|0|17676.0|0|6054.0|0
