|dates|Meigs_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Meigs_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Meigs_Tennessee_UnitedStates.Male_Total_Population.data|Meigs_Tennessee_UnitedStates.Male_Total_Population.missing|Meigs_Tennessee_UnitedStates.Female_Total_Population.data|Meigs_Tennessee_UnitedStates.Female_Total_Population.missing|Meigs_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Meigs_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2612.0|0|6109.0|0|6197.0|0|2512.0|0
