|dates|Douglas_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Wisconsin_UnitedStates.Male_Total_Population.data|Douglas_Wisconsin_UnitedStates.Male_Total_Population.missing|Douglas_Wisconsin_UnitedStates.Female_Total_Population.data|Douglas_Wisconsin_UnitedStates.Female_Total_Population.missing|Douglas_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8039.0|0|21627.0|0|21581.0|0|8507.0|0
