|dates|Gratiot_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gratiot_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gratiot_Michigan_UnitedStates.Male_Total_Population.data|Gratiot_Michigan_UnitedStates.Male_Total_Population.missing|Gratiot_Michigan_UnitedStates.Female_Total_Population.data|Gratiot_Michigan_UnitedStates.Female_Total_Population.missing|Gratiot_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Gratiot_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7106.0|0|21804.0|0|18795.0|0|7954.0|0
