|dates|Caldwell_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caldwell_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caldwell_Missouri_UnitedStates.Male_Total_Population.data|Caldwell_Missouri_UnitedStates.Male_Total_Population.missing|Caldwell_Missouri_UnitedStates.Female_Total_Population.data|Caldwell_Missouri_UnitedStates.Female_Total_Population.missing|Caldwell_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Caldwell_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1802.0|0|4620.0|0|4488.0|0|2165.0|0
