|dates|Sullivan_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sullivan_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sullivan_NewHampshire_UnitedStates.Male_Total_Population.data|Sullivan_NewHampshire_UnitedStates.Male_Total_Population.missing|Sullivan_NewHampshire_UnitedStates.Female_Total_Population.data|Sullivan_NewHampshire_UnitedStates.Female_Total_Population.missing|Sullivan_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Sullivan_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9257.0|0|21297.0|0|21847.0|0|8175.0|0
