|dates|Burt_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burt_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burt_Nebraska_UnitedStates.Male_Total_Population.data|Burt_Nebraska_UnitedStates.Male_Total_Population.missing|Burt_Nebraska_UnitedStates.Female_Total_Population.data|Burt_Nebraska_UnitedStates.Female_Total_Population.missing|Burt_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Burt_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1566.0|0|3220.0|0|3268.0|0|1452.0|0
