|dates|Lawrence_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lawrence_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lawrence_Missouri_UnitedStates.Male_Total_Population.data|Lawrence_Missouri_UnitedStates.Male_Total_Population.missing|Lawrence_Missouri_UnitedStates.Female_Total_Population.data|Lawrence_Missouri_UnitedStates.Female_Total_Population.missing|Lawrence_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Lawrence_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7018.0|0|19039.0|0|19320.0|0|9667.0|0
