|dates|Johnston_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnston_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnston_Oklahoma_UnitedStates.Male_Total_Population.data|Johnston_Oklahoma_UnitedStates.Male_Total_Population.missing|Johnston_Oklahoma_UnitedStates.Female_Total_Population.data|Johnston_Oklahoma_UnitedStates.Female_Total_Population.missing|Johnston_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Johnston_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2129.0|0|5416.0|0|5533.0|0|2573.0|0
