|dates|Saline_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saline_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saline_Nebraska_UnitedStates.Male_Total_Population.data|Saline_Nebraska_UnitedStates.Male_Total_Population.missing|Saline_Nebraska_UnitedStates.Female_Total_Population.data|Saline_Nebraska_UnitedStates.Female_Total_Population.missing|Saline_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Saline_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2155.0|0|7344.0|0|7006.0|0|3613.0|0
