|dates|Phelps_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Phelps_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Phelps_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Phelps_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Phelps_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Phelps_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Phelps_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Phelps_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-02|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-03|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-04|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-05|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-06|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-07|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-08|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-09|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-10|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-11|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-12|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-13|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-14|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-15|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-16|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-17|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-18|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-19|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
0|2020-01-20|4911.0|0|122.5|0|2.4336942485348168|0|5033.5|0
