|dates|Colleton_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Colleton_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Colleton_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Colleton_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Colleton_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Colleton_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Colleton_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Colleton_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-02|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-03|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-04|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-05|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-06|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-07|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-08|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-09|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-10|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-11|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-12|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-13|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-14|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-15|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-16|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-17|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-18|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-19|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-20|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-21|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-22|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-23|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-24|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-25|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-26|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-27|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-28|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-29|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-30|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-01-31|16233.5|0|552.0|0|3.2885526198206785|0|16785.5|0
0|2020-02-01|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-02|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-03|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-04|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-05|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-06|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-07|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-08|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-09|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-10|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-11|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-12|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-13|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
0|2020-02-14|16259.5|0|557.0|0|3.312223114203312|0|16816.5|0
